6446;795
7601;747
6597;602
6600;929
6658;605
4748;591
6063;608
5449;571
4789;805
8134;523
7570;652
8026;1022
5118;928
4210;707
4156;948
6923;763
4443;972
5477;743
5529;589
7103;649
6991;565
7559;1020
7202;687
7154;628
6865;768
5062;810
6547;1007
6501;784
5842;515
7321;735
6594;549
7890;1012
4568;877
4145;984
6788;818
6996;622
4139;871
5622;924
7001;522
4927;954
8127;715
4791;670
7461;639
8089;520
5371;769
5949;1988
7335;1791
6548;1771
7605;1398
6304;1247
7689;1924
5422;1311
6994;1913
4144;1760
5722;1251
5649;1608
4426;1298
7329;1887
6810;1089
5410;1432
8023;1569
5070;1887
8103;2039
5140;1690
7372;1821
5173;1249
4980;1068
5130;1343
6916;2049
4208;1509
4523;1725
7616;1041
7655;2008
6468;1602
8077;1194
7610;1532
5346;1407
6140;1600
5039;1564
6123;1903
5722;1995
4941;1396
5642;1329
5976;1271
5180;1846
4411;1585
5671;1324
7589;1061
5732;1211
4514;1803
7433;1652
5992;1479
6850;1897
8022;1150
7595;1130
6589;2499
6302;3538
6395;3486
7521;3060
6717;2243
5585;2216
4101;2262
6731;2917
6434;3982
6392;2461
7626;2806
6163;4061
7075;3418
6590;2505
4890;2104
5164;3405
7050;3529
7141;3024
6357;2909
7243;2406
4968;2583
5082;2217
5657;2839
7748;2453
4710;3453
6566;3991
5751;2678
4455;2572
5667;3761
6165;3471
7095;3885
5058;3835
4651;4026
7529;2138
5464;3171
5153;3235
4469;2298
5655;3677
8152;2356
5452;3842
7243;3647
7380;3161
5792;2802
4126;2704
5881;2085
7827;3109
6582;2951
6524;3148
5072;2749
5931;2235
13021;984
10554;944
12166;728
11872;570
10450;633
10537;899
8624;947
14282;568
9929;588
16005;674
8687;663
14177;657
9487;763
9455;525
15016;666
11181;994
10488;819
15896;934
13719;967
8409;806
10015;672
9176;545
11036;677
8371;918
15133;978
12420;826
11917;946
10762;791
9699;899
10243;729
14753;570
11779;914
11202;592
15867;1001
13324;927
14426;681
9088;893
15143;712
12615;624
9903;592
14135;856
8652;758
12816;679
9937;579
11664;524
13257;705
11498;546
12130;788
9586;558
16119;559
8980;1669
9720;1657
8331;1755
12819;1840
11385;1669
14593;1753
10315;1224
13621;1859
9847;1332
8581;1807
16007;1101
12946;1355
10675;1973
9483;1216
11987;1466
10500;1354
13786;1941
10342;1719
12958;1762
15252;1106
14543;1514
11614;1178
10689;2043
9788;1055
10529;1658
9621;2046
9734;1956
13332;1372
13036;1355
9309;1598
14145;1748
9654;1170
11128;1968
12419;1994
12387;1930
10494;1278
16192;1106
14148;1612
14761;1862
10306;1927
14201;1667
14315;1195
14962;1946
12499;1112
9127;1526
8323;1341
9918;1620
14350;1349
14734;1174
11847;1820
15766;2431
13909;3957
15868;3953
9980;2400
11146;2492
14696;3823
11461;3693
13578;2313
13391;3451
16160;2919
15995;2517
12753;3910
8820;2686
15892;2645
11690;3360
8706;3606
9215;3529
15239;3988
11689;2270
11658;2142
15122;3154
12322;2770
9562;2629
9327;3170
14829;2383
13080;3898
15069;2925
12443;2802
9073;2427
15214;3449
13057;2722
11446;3479
15059;4021
15983;2707
15349;3501
14568;2089
11446;2367
10562;3375
13378;2107
10658;3927
10609;4094
13377;2514
14851;3125
8253;3894
10252;3889
9789;2198
11774;2817
15077;2729
14378;2934
13896;2908
6287;567
7129;768
7523;981
5596;962
6996;992
6446;795
7601;747
6597;602
6600;929
6658;605
4748;591
6063;608
5449;571
4789;805
8134;523
7570;652
8026;1022
5118;928
4210;707
4156;948
6923;763
4443;972
5477;743
5529;589
7103;649
6991;565
7559;1020
7202;687
7154;628
6865;768
5062;810
6547;1007
6501;784
5842;515
7321;735
6594;549
7890;1012
4568;877
4145;984
6788;818
6996;622
4139;871
5622;924
7001;522
4927;954
8127;715
4791;670
7461;639
8089;520
5371;769
5949;1988
7335;1791
6548;1771
7605;1398
6304;1247
7689;1924
5422;1311
6994;1913
4144;1760
5722;1251
5649;1608
4426;1298
7329;1887
6810;1089
5410;1432
8023;1569
5070;1887
8103;2039
5140;1690
7372;1821
5173;1249
4980;1068
5130;1343
6916;2049
4208;1509
4523;1725
7616;1041
7655;2008
6468;1602
8077;1194
7610;1532
5346;1407
6140;1600
5039;1564
6123;1903
5722;1995
4941;1396
5642;1329
5976;1271
5180;1846
4411;1585
5671;1324
7589;1061
5732;1211
4514;1803
7433;1652
5992;1479
6850;1897
8022;1150
7595;1130
6589;2499
6302;3538
6395;3486
7521;3060
6717;2243
5585;2216
4101;2262
6731;2917
6434;3982
6392;2461
7626;2806
6163;4061
7075;3418
6590;2505
4890;2104
5164;3405
7050;3529
7141;3024
6357;2909
7243;2406
4968;2583
5082;2217
5657;2839
7748;2453
4710;3453
6566;3991
5751;2678
4455;2572
5667;3761
6165;3471
7095;3885
5058;3835
4651;4026
7529;2138
5464;3171
5153;3235
4469;2298
5655;3677
8152;2356
5452;3842
7243;3647
7380;3161
5792;2802
4126;2704
5881;2085
7827;3109
6582;2951
6524;3148
5072;2749
5931;2235
13021;984
10554;944
12166;728
11872;570
10450;633
10537;899
8624;947
14282;568
9929;588
16005;674
8687;663
14177;657
9487;763
9455;525
15016;666
11181;994
10488;819
15896;934
13719;967
8409;806
10015;672
9176;545
11036;677
8371;918
15133;978
12420;826
11917;946
10762;791
9699;899
10243;729
14753;570
11779;914
11202;592
15867;1001
13324;927
14426;681
9088;893
15143;712
12615;624
9903;592
14135;856
8652;758
12816;679
9937;579
11664;524
13257;705
11498;546
12130;788
9586;558
16119;559
8980;1669
9720;1657
8331;1755
12819;1840
11385;1669
14593;1753
10315;1224
13621;1859
9847;1332
8581;1807
16007;1101
12946;1355
10675;1973
9483;1216
11987;1466
10500;1354
13786;1941
10342;1719
12958;1762
15252;1106
14543;1514
11614;1178
10689;2043
9788;1055
10529;1658
9621;2046
9734;1956
13332;1372
13036;1355
9309;1598
14145;1748
9654;1170
11128;1968
12419;1994
12387;1930
10494;1278
16192;1106
14148;1612
14761;1862
10306;1927
14201;1667
14315;1195
14962;1946
12499;1112
9127;1526
8323;1341
9918;1620
14350;1349
14734;1174
11847;1820
15766;2431
13909;3957
15868;3953
9980;2400
11146;2492
14696;3823
11461;3693
13578;2313
13391;3451
16160;2919
15995;2517
12753;3910
8820;2686
15892;2645
11690;3360
8706;3606
9215;3529
15239;3988
11689;2270
11658;2142
15122;3154
12322;2770
9562;2629
9327;3170
14829;2383
13080;3898
15069;2925
12443;2802
9073;2427
15214;3449
13057;2722
11446;3479
15059;4021
15983;2707
15349;3501
14568;2089
11446;2367
10562;3375
13378;2107
10658;3927
10609;4094
13377;2514
14851;3125
8253;3894
10252;3889
9789;2198
11774;2817
15077;2729
14378;2934
13896;2908
6287;567
7129;768
7523;981
5596;962
6996;992
6446;795
7601;747
6597;602
6600;929
6658;605
4748;591
6063;608
5449;571
4789;805
8134;523
7570;652
8026;1022
5118;928
4210;707
4156;948
6923;763
4443;972
5477;743
5529;589
7103;649
6991;565
7559;1020
7202;687
7154;628
6865;768
5062;810
6547;1007
6501;784
5842;515
7321;735
6594;549
7890;1012
4568;877
4145;984
6788;818
6996;622
4139;871
5622;924
7001;522
4927;954
8127;715
4791;670
7461;639
8089;520
5371;769
5949;1988
7335;1791
6548;1771
7605;1398
6304;1247
7689;1924
5422;1311
6994;1913
4144;1760
5722;1251
5649;1608
4426;1298
7329;1887
6810;1089
5410;1432
8023;1569
5070;1887
8103;2039
5140;1690
7372;1821
5173;1249
4980;1068
5130;1343
6916;2049
4208;1509
4523;1725
7616;1041
7655;2008
6468;1602
8077;1194
7610;1532
5346;1407
6140;1600
5039;1564
6123;1903
5722;1995
4941;1396
5642;1329
5976;1271
5180;1846
4411;1585
5671;1324
7589;1061
5732;1211
4514;1803
7433;1652
5992;1479
6850;1897
8022;1150
7595;1130
6589;2499
6302;3538
6395;3486
7521;3060
6717;2243
5585;2216
4101;2262
6731;2917
6434;3982
6392;2461
7626;2806
6163;4061
7075;3418
6590;2505
4890;2104
5164;3405
7050;3529
7141;3024
6357;2909
7243;2406
4968;2583
5082;2217
5657;2839
7748;2453
4710;3453
6566;3991
5751;2678
4455;2572
5667;3761
6165;3471
7095;3885
5058;3835
4651;4026
7529;2138
5464;3171
5153;3235
4469;2298
5655;3677
8152;2356
5452;3842
7243;3647
7380;3161
5792;2802
4126;2704
5881;2085
7827;3109
6582;2951
6524;3148
5072;2749
5931;2235
13021;984
10554;944
12166;728
11872;570
10450;633
10537;899
8624;947
14282;568
9929;588
16005;674
8687;663
14177;657
9487;763
9455;525
15016;666
11181;994
10488;819
15896;934
13719;967
8409;806
10015;672
9176;545
11036;677
8371;918
15133;978
12420;826
11917;946
10762;791
9699;899
10243;729
14753;570
11779;914
11202;592
15867;1001
13324;927
14426;681
9088;893
15143;712
12615;624
9903;592
14135;856
8652;758
12816;679
9937;579
11664;524
13257;705
11498;546
12130;788
9586;558
16119;559
8980;1669
9720;1657
8331;1755
12819;1840
11385;1669
14593;1753
10315;1224
13621;1859
9847;1332
8581;1807
16007;1101
12946;1355
10675;1973
9483;1216
11987;1466
10500;1354
13786;1941
10342;1719
12958;1762
15252;1106
14543;1514
11614;1178
10689;2043
9788;1055
10529;1658
9621;2046
9734;1956
13332;1372
13036;1355
9309;1598
14145;1748
9654;1170
11128;1968
12419;1994
12387;1930
10494;1278
16192;1106
14148;1612
14761;1862
10306;1927
14201;1667
14315;1195
14962;1946
12499;1112
9127;1526
8323;1341
9918;1620
14350;1349
14734;1174
11847;1820
15766;2431
13909;3957
15868;3953
9980;2400
11146;2492
14696;3823
11461;3693
13578;2313
13391;3451
16160;2919
15995;2517
12753;3910
8820;2686
15892;2645
11690;3360
8706;3606
9215;3529
15239;3988
11689;2270
11658;2142
15122;3154
12322;2770
9562;2629
9327;3170
14829;2383
13080;3898
15069;2925
12443;2802
9073;2427
15214;3449
13057;2722
11446;3479
15059;4021
15983;2707
15349;3501
14568;2089
11446;2367
10562;3375
13378;2107
10658;3927
10609;4094
13377;2514
14851;3125
8253;3894
10252;3889
9789;2198
11774;2817
15077;2729
14378;2934
13896;2908
6287;567
7129;768
7523;981
5596;962
6996;992
6446;795
7601;747
6597;602
6600;929
6658;605
4748;591
6063;608
5449;571
4789;805
8134;523
7570;652
8026;1022
5118;928
4210;707
4156;948
6923;763
4443;972
5477;743
5529;589
7103;649
6991;565
7559;1020
7202;687
7154;628
6865;768
5062;810
6547;1007
6501;784
5842;515
7321;735
6594;549
7890;1012
4568;877
4145;984
6788;818
6996;622
4139;871
5622;924
7001;522
4927;954
8127;715
4791;670
7461;639
8089;520
5371;769
5949;1988
7335;1791
6548;1771
7605;1398
6304;1247
7689;1924
5422;1311
6994;1913
4144;1760
5722;1251
5649;1608
4426;1298
7329;1887
6810;1089
5410;1432
8023;1569
5070;1887
8103;2039
5140;1690
7372;1821
5173;1249
4980;1068
5130;1343
6916;2049
4208;1509
4523;1725
7616;1041
7655;2008
6468;1602
8077;1194
7610;1532
5346;1407
6140;1600
5039;1564
6123;1903
5722;1995
4941;1396
5642;1329
5976;1271
5180;1846
4411;1585
5671;1324
7589;1061
5732;1211
4514;1803
7433;1652
5992;1479
6850;1897
8022;1150
7595;1130
6589;2499
6302;3538
6395;3486
7521;3060
6717;2243
5585;2216
4101;2262
6731;2917
6434;3982
6392;2461
7626;2806
6163;4061
7075;3418
6590;2505
4890;2104
5164;3405
7050;3529
7141;3024
6357;2909
7243;2406
4968;2583
5082;2217
5657;2839
7748;2453
4710;3453
6566;3991
5751;2678
4455;2572
5667;3761
6165;3471
7095;3885
5058;3835
4651;4026
7529;2138
5464;3171
5153;3235
4469;2298
5655;3677
8152;2356
5452;3842
7243;3647
7380;3161
5792;2802
4126;2704
5881;2085
7827;3109
6582;2951
6524;3148
5072;2749
5931;2235
13021;984
10554;944
12166;728
11872;570
10450;633
10537;899
8624;947
14282;568
9929;588
16005;674
8687;663
14177;657
9487;763
9455;525
15016;666
11181;994
10488;819
15896;934
13719;967
8409;806
10015;672
9176;545
11036;677
8371;918
15133;978
12420;826
11917;946
10762;791
9699;899
10243;729
14753;570
11779;914
11202;592
15867;1001
13324;927
14426;681
9088;893
15143;712
12615;624
9903;592
14135;856
8652;758
12816;679
9937;579
11664;524
13257;705
11498;546
12130;788
9586;558
16119;559
8980;1669
9720;1657
8331;1755
12819;1840
11385;1669
14593;1753
10315;1224
13621;1859
9847;1332
8581;1807
16007;1101
12946;1355
10675;1973
9483;1216
11987;1466
10500;1354
13786;1941
10342;1719
12958;1762
15252;1106
14543;1514
11614;1178
10689;2043
9788;1055
10529;1658
9621;2046
9734;1956
13332;1372
13036;1355
9309;1598
14145;1748
9654;1170
11128;1968
12419;1994
12387;1930
10494;1278
16192;1106
14148;1612
14761;1862
10306;1927
14201;1667
14315;1195
14962;1946
12499;1112
9127;1526
8323;1341
9918;1620
14350;1349
14734;1174
11847;1820
15766;2431
13909;3957
15868;3953
9980;2400
11146;2492
14696;3823
11461;3693
13578;2313
13391;3451
16160;2919
15995;2517
12753;3910
8820;2686
15892;2645
11690;3360
8706;3606
9215;3529
15239;3988
11689;2270
11658;2142
15122;3154
12322;2770
9562;2629
9327;3170
14829;2383
13080;3898
15069;2925
12443;2802
9073;2427
15214;3449
13057;2722
11446;3479
15059;4021
15983;2707
15349;3501
14568;2089
11446;2367
10562;3375
13378;2107
10658;3927
10609;4094
13377;2514
14851;3125
8253;3894
10252;3889
9789;2198
11774;2817
15077;2729
14378;2934
13896;2908
